TweetId,Start,End
971020874450120704,20180306,20180317
971020729167826944,20180306,20180317
971020307325702145,20180306,20180317
971018551342587904,20180306,20180317
971017682144448513,20180306,20180317
971008944171872256,20180306,20180317
971005697289785344,20180306,20180317
970999587480784896,20180306,20180317
970998051027456000,20180306,20180317
970994191315689472,20180306,20180317
970986788385886209,20180306,20180317
970986578242949120,20180306,20180317
970808100319125504,20180305,20180314
970808091485843456,20180305,20180314
970807717752377349,20180305,20180314
970807433210843136,20180305,20180314
970807182248808454,20180305,20180314
970806949330804738,20180305,20180314
970805944778096640,20180305,20180314
970803925657030656,20180305,20180314
970801409858908160,20180305,20180314
970800774233063424,20180305,20180314
970800426072371207,20180305,20180314
970800279913459713,20180305,20180314
970800006855786498,20180305,20180314
970799694627721216,20180305,20180314
970763861883346945,20180305,20180314
970719868793352195,20180305,20180314
970719298166587393,20180305,20180314
970719114837753858,20180305,20180314
970711953420226562,20180305,20180314
970711741570191360,20180305,20180314
970711205785595904,20180305,20180314
970710821528571909,20180305,20180314
970710656717676544,20180305,20180314
970710204022128640,20180305,20180314
970709804741287936,20180305,20180314
970709023619211267,20180305,20180314
970707669777551365,20180305,20180314
970706168552263682,20180305,20180314
970675966958866433,20180305,20180314
970469488037650432,20180304,20180314
970412145191084032,20180304,20180314
970332877849153536,20180304,20180314
970278479202848770,20180304,20180314
970097155485720578,20180303,20180314
970084553846132736,20180303,20180314
970060844724838400,20180303,20180314
970051176929603584,20180303,20180314
970045598358474752,20180303,20180314
970040641064460288,20180303,20180314
970040310226145281,20180303,20180314
970038172108447746,20180303,20180314
970027712755781637,20180303,20180314
970025258634932224,20180303,20180314
969993968489500672,20180303,20180314
969989214929588224,20180303,20180314
969952807364251648,20180303,20180314
969951648629043201,20180303,20180314
969949408052891648,20180303,20180314
969937883695108101,20180303,20180314
969937647018930176,20180303,20180314
969914469039173633,20180303,20180314
969907516426596352,20180303,20180314
969906225369493506,20180303,20180314
969904398976593920,20180303,20180314
969899600659218433,20180303,20180314
969729666327203840,20180302,20180314
969728858986598401,20180302,20180314
969728765038415872,20180302,20180314
969705742218465281,20180302,20180314
969701921996066816,20180302,20180314
969701808573730821,20180302,20180314
969664621052219392,20180302,20180314
969664421772627968,20180302,20180314
969650895716868097,20180302,20180314
969640002605985792,20180302,20180314
969638403389165569,20180302,20180314
969638145255006208,20180302,20180314
969625161933746176,20180302,20180314
969600492941856769,20180302,20180314
969596555681517568,20180302,20180314
930857455285948417,20171115,20180314
927572570509070338,20171106,
775454974214111234,20160912,
