TweetId,Timestamp,Value
9.73E+017,2018/03/12,1
9.73E+017,2018/03/13,1
9.73E+017,2018/03/14,1
9.73E+017,2018/03/15,1
9.73E+017,2018/03/16,1
9.73E+017,2018/03/17,1
9.73E+017,2018/03/18,1
9.73E+017,2018/03/19,1
9.73E+017,2018/03/20,1
9.73E+017,2018/03/21,1
9.73E+017,2018/03/22,1
9.73E+017,2018/03/23,0
