Tweet,Timestamp,Present
9.77231E+017,2018/03/23,1
9.77231E+017,2018/03/24,1
9.77231E+017,2018/03/25,1
9.77231E+017,2018/03/26,1
9.77231E+017,2018/03/27,1
9.77231E+017,2018/03/28,1
9.77231E+017,2018/03/29,1
9.77231E+017,2018/03/30,1
9.77231E+017,2018/03/31,0
