TweetId,Start,End
971445343287201793,2018/03/07,2018/03/17
971443353081573378,2018/03/07,2018/03/17
971443055248265216,2018/03/07,2018/03/17
971422544560644097,2018/03/07,2018/03/17
971421308914421760,2018/03/07,2018/03/17
971420908702355456,2018/03/07,2018/03/17
971419740806828033,2018/03/07,2018/03/17
971390411141939208,2018/03/07,2018/03/17
971371872318345217,2018/03/07,2018/03/17
971370859251290113,2018/03/07,2018/03/17
971370591579181056,2018/03/07,2018/03/17
971365929081810945,2018/03/07,2018/03/17
971358430698057728,2018/03/07,2018/03/17
971181445464166400,2018/03/06,2018/03/17
971180693941374976,2018/03/06,2018/03/17
971180552224149505,2018/03/06,2018/03/17
971166242034864135,2018/03/06,2018/03/17
971164748439015424,2018/03/06,2018/03/17
971158131748327424,2018/03/06,2018/03/17
971139541401731074,2018/03/06,2018/03/17
971138028856061952,2018/03/06,2018/03/17
971134405673701376,2018/03/06,2018/03/17
971133138800992256,2018/03/06,2018/03/17
971129238110732294,2018/03/06,2018/03/17
971112448274173952,2018/03/06,2018/03/17
971112348810465281,2018/03/06,2018/03/17
971092402042744832,2018/03/06,2018/03/17
971050627244707841,2018/03/06,2018/03/17
971046202392399872,2018/03/06,2018/03/17
971044306910961665,2018/03/06,2018/03/17
971025070956130304,2018/03/06,2018/03/17
971022470110236673,2018/03/06,2018/03/17
971020874450120704,2018/03/06,2018/03/17
971020729167826944,2018/03/06,2018/03/17
971020307325702145,2018/03/06,2018/03/17
971018551342587904,2018/03/06,2018/03/17
971017682144448513,2018/03/06,2018/03/17
971008944171872256,2018/03/06,2018/03/17
971005697289785344,2018/03/06,2018/03/17
970999587480784896,2018/03/06,2018/03/17
970998051027456000,2018/03/06,2018/03/17
970994191315689472,2018/03/06,2018/03/17
970986788385886209,2018/03/06,2018/03/17
970986578242949120,2018/03/06,2018/03/17
970808100319125504,2018/03/05,2018/03/14
970808091485843456,2018/03/05,2018/03/14
970807717752377349,2018/03/05,2018/03/14
970807433210843136,2018/03/05,2018/03/14
970807182248808454,2018/03/05,2018/03/14
970806949330804738,2018/03/05,2018/03/14
970805944778096640,2018/03/05,2018/03/14
970803925657030656,2018/03/05,2018/03/14
970801409858908160,2018/03/05,2018/03/14
970800774233063424,2018/03/05,2018/03/14
970800426072371207,2018/03/05,2018/03/14
970800279913459713,2018/03/05,2018/03/14
970800006855786498,2018/03/05,2018/03/14
970799694627721216,2018/03/05,2018/03/14
970763861883346945,2018/03/05,2018/03/14
970719868793352195,2018/03/05,2018/03/14
970719298166587393,2018/03/05,2018/03/14
970719114837753858,2018/03/05,2018/03/14
970711953420226562,2018/03/05,2018/03/14
970711741570191360,2018/03/05,2018/03/14
970711205785595904,2018/03/05,2018/03/14
970710821528571909,2018/03/05,2018/03/14
970710656717676544,2018/03/05,2018/03/14
970710204022128640,2018/03/05,2018/03/14
970709804741287936,2018/03/05,2018/03/14
970709023619211267,2018/03/05,2018/03/14
970707669777551365,2018/03/05,2018/03/14
970706168552263682,2018/03/05,2018/03/14
970675966958866433,2018/03/05,2018/03/14
970469488037650432,2018/03/04,2018/03/14
970412145191084032,2018/03/04,2018/03/14
970332877849153536,2018/03/04,2018/03/14
970278479202848770,2018/03/04,2018/03/14
970097155485720578,2018/03/03,2018/03/14
970084553846132736,2018/03/03,2018/03/14
970060844724838400,2018/03/03,2018/03/14
970051176929603584,2018/03/03,2018/03/14
970045598358474752,2018/03/03,2018/03/14
970040641064460288,2018/03/03,2018/03/14
970040310226145281,2018/03/03,2018/03/14
970038172108447746,2018/03/03,2018/03/14
970027712755781637,2018/03/03,2018/03/14
970025258634932224,2018/03/03,2018/03/14
969993968489500672,2018/03/03,2018/03/14
969989214929588224,2018/03/03,2018/03/14
969952807364251648,2018/03/03,2018/03/14
969951648629043201,2018/03/03,2018/03/14
969949408052891648,2018/03/03,2018/03/14
969937883695108101,2018/03/03,2018/03/14
969937647018930176,2018/03/03,2018/03/14
969914469039173633,2018/03/03,2018/03/14
969907516426596352,2018/03/03,2018/03/14
969906225369493506,2018/03/03,2018/03/14
969904398976593920,2018/03/03,2018/03/14
969899600659218433,2018/03/03,2018/03/14
969729666327203840,2018/03/02,2018/03/14
969728858986598401,2018/03/02,2018/03/14
969728765038415872,2018/03/02,2018/03/14
969705742218465281,2018/03/02,2018/03/14
969701921996066816,2018/03/02,2018/03/14
969701808573730821,2018/03/02,2018/03/14
969664621052219392,2018/03/02,2018/03/14
969664421772627968,2018/03/02,2018/03/14
969650895716868097,2018/03/02,2018/03/14
969640002605985792,2018/03/02,2018/03/14
969638403389165569,2018/03/02,2018/03/14
969638145255006208,2018/03/02,2018/03/14
969625161933746176,2018/03/02,2018/03/14
969600492941856769,2018/03/02,2018/03/14
969596555681517568,2018/03/02,2018/03/14
930857455285948417,2017/11/15,2018/03/14
927572570509070338,2017/11/06,
775454974214111234,2016/09/12,
